Country,Year,Region,Income_Group,Maternal_Mortality_Ratio,Antenatal_Care_Coverage,Skilled_Birth_Attendance,Adolescent_Birth_Rate,Health_Expenditure_PCT_GDP
Haiti,2013,East Asia,Lower-middle,519.9,67.6,88.7,50.7,7.06
Haiti,2014,East Asia,Lower-middle,476.7,64.3,83.9,55.0,6.2
Haiti,2015,East Asia,Lower-middle,441.2,72.2,89.6,49.7,7.52
Haiti,2016,East Asia,Lower-middle,411.7,62.8,88.9,43.5,7.25
Haiti,2017,East Asia,Lower-middle,466.9,72.1,93.8,42.2,7.18
Haiti,2018,East Asia,Lower-middle,415.4,65.7,88.7,54.7,7.46
Haiti,2019,East Asia,Lower-middle,416.5,71.1,95.1,51.2,7.17
Haiti,2020,East Asia,Lower-middle,424.5,67.8,94.0,45.1,7.71
Haiti,2021,East Asia,Lower-middle,401.4,73.8,93.9,44.9,7.34
Haiti,2022,East Asia,Lower-middle,483.0,69.5,94.7,47.7,7.59
Haiti,2023,East Asia,Lower-middle,401.1,73.6,96.7,38.7,7.5
Guatemala,2000,Southeast Asia,Low,541.7,36.5,36.4,3.5,6.38
Guatemala,2001,Southeast Asia,Low,482.6,37.5,38.5,8.3,6.08
Guatemala,2002,Southeast Asia,Low,485.8,41.3,35.1,10.7,6.52
Guatemala,2003,Southeast Asia,Low,472.5,32.7,37.9,5.8,7.34
Guatemala,2004,Southeast Asia,Low,449.0,44.5,39.5,7.2,6.23
Guatemala,2005,Southeast Asia,Low,469.1,39.9,42.2,2.0,7.31
Guatemala,2006,Southeast Asia,Low,460.2,41.2,39.9,2.0,6.73
Guatemala,2007,Southeast Asia,Low,445.8,36.1,44.0,10.1,6.42
Guatemala,2008,Southeast Asia,Low,404.9,40.2,42.8,3.7,6.84
Guatemala,2009,Southeast Asia,Low,426.7,37.9,40.0,2.0,7.43
Guatemala,2010,Southeast Asia,Low,411.4,46.0,41.4,5.0,7.15
Guatemala,2011,Southeast Asia,Low,386.7,39.0,51.2,11.8,6.94
Guatemala,2012,Southeast Asia,Low,404.1,43.1,44.1,13.9,6.39
Guatemala,2013,Southeast Asia,Low,373.7,45.7,53.1,9.1,6.47
Guatemala,2014,Southeast Asia,Low,371.0,46.4,48.5,7.7,6.69
Guatemala,2015,Southeast Asia,Low,350.6,48.6,52.3,5.2,7.34
Guatemala,2016,Southeast Asia,Low,348.0,50.3,51.5,2.0,6.95
Guatemala,2017,Southeast Asia,Low,303.0,53.3,54.9,3.8,7.43
Guatemala,2018,Southeast Asia,Low,316.4,53.1,59.3,2.0,8.31
Guatemala,2019,Southeast Asia,Low,321.8,50.0,59.2,4.2,7.98
Guatemala,2020,Southeast Asia,Low,317.4,46.7,56.6,2.0,7.21
Guatemala,2021,Southeast Asia,Low,287.8,50.8,59.9,2.0,7.61
Guatemala,2022,Southeast Asia,Low,297.1,49.3,55.9,2.0,8.55
Guatemala,2023,Southeast Asia,Low,273.4,54.1,61.7,2.0,8.02
Bolivia,2000,Southeast Asia,Upper-middle,578.7,53.4,73.1,113.3,5.66
Bolivia,2001,Southeast Asia,Upper-middle,556.0,52.4,73.8,110.3,4.85
Bolivia,2002,Southeast Asia,Upper-middle,539.8,53.8,78.4,128.6,4.81
Bolivia,2003,Southeast Asia,Upper-middle,583.6,59.6,81.5,113.4,4.38
Bolivia,2004,Southeast Asia,Upper-middle,540.9,58.6,85.6,108.3,5.03
Bolivia,2005,Southeast Asia,Upper-middle,489.0,54.5,83.4,108.1,4.83
Bolivia,2006,Southeast Asia,Upper-middle,527.6,58.6,83.6,106.7,5.97
Bolivia,2007,Southeast Asia,Upper-middle,494.1,65.3,84.1,96.7,4.22
Bolivia,2008,Southeast Asia,Upper-middle,500.3,62.9,82.3,117.3,6.33
Bolivia,2009,Southeast Asia,Upper-middle,477.3,61.5,88.5,114.7,5.93
Bolivia,2010,Southeast Asia,Upper-middle,465.5,62.8,88.5,108.3,4.89
Bolivia,2011,Southeast Asia,Upper-middle,457.9,63.0,87.7,106.1,6.72
Bolivia,2012,Southeast Asia,Upper-middle,441.7,64.6,93.9,101.4,5.4
Bolivia,2013,Southeast Asia,Upper-middle,444.1,56.8,83.2,100.7,4.76
Bolivia,2014,Southeast Asia,Upper-middle,377.7,63.1,89.1,96.8,6.58
Bolivia,2015,Southeast Asia,Upper-middle,411.0,62.6,96.4,88.8,6.22
Bolivia,2016,Southeast Asia,Upper-middle,348.9,66.7,92.4,99.8,6.56
Bolivia,2017,Southeast Asia,Upper-middle,365.0,64.5,93.5,102.2,7.09
Bolivia,2018,Southeast Asia,Upper-middle,342.9,70.1,90.4,89.0,5.91
Bolivia,2019,Southeast Asia,Upper-middle,389.9,64.7,97.9,89.7,6.37
Bolivia,2020,Southeast Asia,Upper-middle,396.0,74.7,97.3,86.4,5.79
Bolivia,2021,Southeast Asia,Upper-middle,336.9,76.2,98.4,90.3,5.93
Bolivia,2022,Southeast Asia,Upper-middle,313.4,72.6,99.0,89.2,6.42
Bolivia,2023,Southeast Asia,Upper-middle,264.6,75.4,98.2,86.0,7.03
Peru,2000,MENA,Upper-middle,727.7,86.5,98.4,67.6,10.42
Peru,2001,MENA,Upper-middle,701.4,88.8,94.7,74.0,9.25
Peru,2002,MENA,Upper-middle,697.2,90.9,96.3,73.2,9.5
Peru,2003,MENA,Upper-middle,661.7,89.0,93.2,70.6,10.02
Peru,2004,MENA,Upper-middle,684.6,86.7,99.0,77.7,9.7
Peru,2005,MENA,Upper-middle,745.9,84.1,99.0,71.5,9.67
Peru,2006,MENA,Upper-middle,614.4,82.1,99.0,67.5,10.76
Peru,2007,MENA,Upper-middle,636.8,86.9,99.0,71.7,9.81
Peru,2008,MENA,Upper-middle,601.3,99.0,99.0,74.1,9.47
Peru,2009,MENA,Upper-middle,589.1,95.8,99.0,70.0,9.88
Peru,2010,MENA,Upper-middle,587.4,88.3,99.0,71.3,10.43
Peru,2011,MENA,Upper-middle,608.8,90.2,99.0,63.5,9.88
Peru,2012,MENA,Upper-middle,628.8,92.4,99.0,68.8,10.4
Peru,2013,MENA,Upper-middle,561.4,89.7,99.0,58.9,10.72
Peru,2014,MENA,Upper-middle,540.7,91.1,99.0,65.4,10.16
Peru,2015,MENA,Upper-middle,522.5,96.3,99.0,64.5,10.74
Peru,2016,MENA,Upper-middle,472.0,96.2,99.0,57.5,10.4
Peru,2017,MENA,Upper-middle,457.2,95.0,99.0,56.9,10.02
Peru,2018,MENA,Upper-middle,454.5,96.0,99.0,61.6,11.27
Peru,2019,MENA,Upper-middle,438.2,98.6,99.0,59.8,11.24
Peru,2020,MENA,Upper-middle,438.0,99.0,99.0,52.7,11.41
Peru,2021,MENA,Upper-middle,455.5,98.6,99.0,56.4,10.86
Peru,2022,MENA,Upper-middle,415.3,99.0,99.0,61.0,10.92
Peru,2023,MENA,Upper-middle,376.7,97.0,99.0,57.2,11.68
China,2000,South Asia,Upper-middle,746.3,85.0,38.7,24.5,6.56
China,2001,South Asia,Upper-middle,797.0,83.8,39.8,37.9,6.18
China,2002,South Asia,Upper-middle,681.6,88.5,39.1,25.1,6.58
China,2003,South Asia,Upper-middle,728.7,91.8,44.6,30.7,6.35
China,2004,South Asia,Upper-middle,678.4,79.4,40.9,30.8,7.41
China,2005,South Asia,Upper-middle,699.5,88.7,42.3,26.7,7.62
China,2006,South Asia,Upper-middle,629.4,90.6,48.3,23.2,7.67
China,2007,South Asia,Upper-middle,788.0,90.2,47.7,21.2,7.5
China,2008,South Asia,Upper-middle,680.2,92.0,44.6,25.6,8.23
China,2009,South Asia,Upper-middle,664.4,95.1,48.0,28.0,7.72
China,2010,South Asia,Upper-middle,594.1,94.1,46.8,20.7,7.77
China,2011,South Asia,Upper-middle,627.7,90.4,54.1,26.3,7.41
China,2012,South Asia,Upper-middle,540.3,94.4,50.7,23.7,7.66
China,2013,South Asia,Upper-middle,506.5,94.6,52.2,25.9,7.58
China,2014,South Asia,Upper-middle,635.9,90.9,58.1,21.3,8.45
China,2015,South Asia,Upper-middle,557.8,99.0,54.1,16.6,8.82
China,2016,South Asia,Upper-middle,534.8,99.0,60.0,16.5,8.49
China,2017,South Asia,Upper-middle,500.7,98.8,57.6,13.8,7.89
China,2018,South Asia,Upper-middle,561.6,99.0,58.3,22.2,8.22
China,2019,South Asia,Upper-middle,546.4,99.0,60.3,26.4,8.07
China,2020,South Asia,Upper-middle,539.0,97.2,65.6,18.4,8.42
China,2021,South Asia,Upper-middle,388.3,99.0,58.7,16.9,8.56
China,2022,South Asia,Upper-middle,484.7,99.0,63.8,14.1,8.27
China,2023,South Asia,Upper-middle,502.3,99.0,68.9,18.0,8.8
Thailand,2000,East Asia,Lower-middle,523.3,38.5,84.9,71.6,9.57
Thailand,2001,East Asia,Lower-middle,499.0,34.8,76.2,64.5,9.42
Thailand,2002,East Asia,Lower-middle,468.5,41.0,85.0,67.4,9.6
Thailand,2003,East Asia,Lower-middle,452.9,44.1,85.6,63.6,9.4
Thailand,2004,East Asia,Lower-middle,445.5,42.2,87.4,62.5,9.59
Thailand,2005,East Asia,Lower-middle,406.0,41.6,90.8,57.8,9.69
Thailand,2006,East Asia,Lower-middle,466.9,41.6,84.9,57.6,9.66
Thailand,2007,East Asia,Lower-middle,408.2,44.1,92.1,57.6,10.14
Thailand,2008,East Asia,Lower-middle,468.0,44.4,92.5,54.3,9.65
Thailand,2009,East Asia,Lower-middle,398.1,44.9,93.9,67.7,9.8
Thailand,2010,East Asia,Lower-middle,392.5,47.0,95.1,56.5,10.89
Thailand,2011,East Asia,Lower-middle,332.4,40.9,93.5,59.8,9.55
Thailand,2012,East Asia,Lower-middle,308.0,50.7,96.8,48.0,9.93
Thailand,2013,East Asia,Lower-middle,349.3,50.2,95.2,55.1,9.08
Thailand,2014,East Asia,Lower-middle,342.3,47.3,97.4,49.1,10.99
Thailand,2015,East Asia,Lower-middle,307.4,51.7,99.0,60.3,10.44
Thailand,2016,East Asia,Lower-middle,352.3,47.0,93.2,54.4,10.77
Thailand,2017,East Asia,Lower-middle,363.9,49.2,99.0,58.7,11.07
Thailand,2018,East Asia,Lower-middle,331.5,54.2,97.8,55.3,10.64
Thailand,2019,East Asia,Lower-middle,327.4,50.4,99.0,54.9,10.86
Thailand,2020,East Asia,Lower-middle,341.4,55.7,99.0,51.3,10.82
Thailand,2021,East Asia,Lower-middle,312.7,56.9,99.0,46.9,12.3
Thailand,2022,East Asia,Lower-middle,297.7,57.5,99.0,46.3,11.4
Thailand,2023,East Asia,Lower-middle,248.2,59.2,99.0,40.2,12.09
Sri Lanka,2000,East Asia,Low,447.4,37.7,40.6,74.3,9.19
Sri Lanka,2001,East Asia,Low,379.6,36.0,44.6,70.2,8.87
Sri Lanka,2002,East Asia,Low,384.9,37.0,36.8,69.5,8.92
Sri Lanka,2003,East Asia,Low,384.9,40.9,45.1,79.5,8.55
Sri Lanka,2004,East Asia,Low,422.3,44.9,42.7,69.1,9.16
Sri Lanka,2005,East Asia,Low,392.8,47.4,48.0,69.7,9.26
Sri Lanka,2006,East Asia,Low,348.4,43.1,50.9,58.6,9.03
Sri Lanka,2007,East Asia,Low,374.7,41.7,46.0,63.2,8.97
Sri Lanka,2008,East Asia,Low,342.5,47.6,45.5,56.4,9.42
Sri Lanka,2009,East Asia,Low,370.9,45.8,49.1,63.6,8.95
Sri Lanka,2010,East Asia,Low,357.3,48.4,50.4,67.5,9.35
Sri Lanka,2011,East Asia,Low,362.5,48.6,51.7,61.4,9.94
Sri Lanka,2012,East Asia,Low,356.1,45.7,51.5,65.8,9.79
Sri Lanka,2013,East Asia,Low,340.8,54.9,53.7,63.1,9.59
Sri Lanka,2014,East Asia,Low,329.2,51.3,57.4,55.5,9.43
Sri Lanka,2015,East Asia,Low,315.4,45.4,56.1,62.5,10.44
Sri Lanka,2016,East Asia,Low,338.1,55.5,56.2,57.0,10.41
Sri Lanka,2017,East Asia,Low,253.5,50.5,57.5,45.7,10.54
Sri Lanka,2018,East Asia,Low,273.8,49.2,61.5,58.6,10.72
Sri Lanka,2019,East Asia,Low,263.8,56.8,63.4,55.6,10.28
Sri Lanka,2020,East Asia,Low,268.3,59.5,60.7,63.6,10.52
Sri Lanka,2021,East Asia,Low,254.6,54.8,64.2,43.5,10.59
Sri Lanka,2022,East Asia,Low,221.9,58.1,67.6,54.5,9.77
Sri Lanka,2023,East Asia,Low,281.1,59.4,63.4,51.1,11.13
Vietnam,2000,MENA,Lower-middle,808.5,68.9,46.3,61.2,4.17
Vietnam,2001,MENA,Lower-middle,809.8,72.0,46.8,68.6,2.69
Vietnam,2002,MENA,Lower-middle,808.1,77.5,41.9,69.2,4.36
Vietnam,2003,MENA,Lower-middle,787.5,83.3,51.4,77.7,3.69
Vietnam,2004,MENA,Lower-middle,778.3,79.8,48.8,71.9,4.23
Vietnam,2005,MENA,Lower-middle,713.4,77.0,51.1,78.9,4.15
Vietnam,2006,MENA,Lower-middle,752.3,76.5,53.4,69.2,4.62
Vietnam,2007,MENA,Lower-middle,738.5,74.7,55.9,68.7,4.18
Vietnam,2008,MENA,Lower-middle,663.3,79.7,53.6,70.3,4.7
Vietnam,2009,MENA,Lower-middle,701.4,88.0,54.8,63.8,3.58
Vietnam,2010,MENA,Lower-middle,611.3,84.2,58.0,59.7,5.91
Vietnam,2011,MENA,Lower-middle,657.7,82.7,63.6,74.2,5.16
Vietnam,2012,MENA,Lower-middle,662.3,85.0,57.3,65.9,5.14
Vietnam,2013,MENA,Lower-middle,607.0,80.2,58.3,58.6,4.97
Vietnam,2014,MENA,Lower-middle,523.0,85.0,55.3,60.5,5.28
Vietnam,2015,MENA,Lower-middle,612.5,86.9,62.2,55.9,5.6
Vietnam,2016,MENA,Lower-middle,519.0,89.0,64.2,67.3,5.21
Vietnam,2017,MENA,Lower-middle,514.3,82.7,59.9,51.3,5.76
Vietnam,2018,MENA,Lower-middle,575.7,89.1,64.4,68.8,5.32
Vietnam,2019,MENA,Lower-middle,524.9,88.2,64.6,60.7,5.14
Vietnam,2020,MENA,Lower-middle,471.0,91.2,65.2,57.2,5.38
Vietnam,2021,MENA,Lower-middle,483.2,88.0,65.8,51.4,6.06
Vietnam,2022,MENA,Lower-middle,474.7,93.7,71.9,52.2,6.16
Vietnam,2023,MENA,Lower-middle,451.0,91.3,73.7,56.3,5.63
Morocco,2000,South Asia,High,180.6,38.5,63.9,118.3,3.69
Morocco,2001,South Asia,High,168.8,44.8,81.0,107.0,2.9
Morocco,2002,South Asia,High,198.6,37.4,74.5,112.5,3.37
Morocco,2003,South Asia,High,176.6,35.5,73.2,103.7,2.91
Morocco,2004,South Asia,High,164.2,40.3,70.7,99.2,4.59
Morocco,2005,South Asia,High,168.1,39.7,76.3,100.5,3.99
Morocco,2006,South Asia,High,172.5,40.8,77.7,107.3,3.04
Morocco,2007,South Asia,High,163.4,43.2,77.1,98.7,3.42
Morocco,2008,South Asia,High,166.3,39.7,83.8,97.5,3.74
Morocco,2009,South Asia,High,147.0,47.6,79.7,90.6,4.58
Morocco,2010,South Asia,High,144.2,45.1,85.2,95.8,5.01
Morocco,2011,South Asia,High,141.2,45.7,83.4,96.7,4.87
Morocco,2012,South Asia,High,146.1,46.7,80.5,92.8,3.99
Morocco,2013,South Asia,High,147.5,46.8,85.3,83.5,3.5
Morocco,2014,South Asia,High,155.6,49.3,88.3,84.8,4.93
Morocco,2015,South Asia,High,140.8,47.4,85.0,84.3,4.56
Morocco,2016,South Asia,High,132.1,50.8,93.2,82.9,4.12
Morocco,2017,South Asia,High,126.8,46.4,92.4,85.6,4.58
Morocco,2018,South Asia,High,119.3,55.1,94.1,82.4,5.13
Morocco,2019,South Asia,High,127.6,54.3,91.9,84.1,4.4
Morocco,2020,South Asia,High,116.3,53.4,92.4,72.2,4.5
Morocco,2021,South Asia,High,107.3,57.7,95.6,84.1,5.72
Morocco,2022,South Asia,High,111.3,56.3,92.9,87.9,4.48
Morocco,2023,South Asia,High,105.6,59.2,99.0,70.7,5.06
Egypt,2000,MENA,Low,101.2,44.0,70.0,99.2,5.9
Egypt,2001,MENA,Low,108.6,43.1,70.2,102.7,5.75
Egypt,2002,MENA,Low,105.0,49.2,69.6,98.8,5.69
Egypt,2003,MENA,Low,91.0,47.6,76.7,100.2,6.11
Egypt,2004,MENA,Low,97.0,49.7,70.5,94.5,6.18
Egypt,2005,MENA,Low,95.0,48.0,72.3,93.7,5.98
Egypt,2006,MENA,Low,87.5,50.4,75.0,97.4,7.09
Egypt,2007,MENA,Low,91.5,46.2,75.3,90.4,5.55
Egypt,2008,MENA,Low,80.8,51.8,77.0,90.0,5.87
Egypt,2009,MENA,Low,80.9,53.7,79.4,90.9,6.84
Egypt,2010,MENA,Low,79.2,54.4,78.1,86.0,6.21
Egypt,2011,MENA,Low,84.6,54.1,84.8,87.6,6.38
Egypt,2012,MENA,Low,78.6,58.3,82.4,85.1,6.63
Egypt,2013,MENA,Low,75.4,57.4,82.0,78.0,7.64
Egypt,2014,MENA,Low,76.4,55.9,85.5,74.7,6.09
Egypt,2015,MENA,Low,76.8,59.1,85.8,82.0,8.78
Egypt,2016,MENA,Low,73.8,56.2,82.0,84.8,7.68
Egypt,2017,MENA,Low,70.3,57.7,89.2,74.6,7.67
Egypt,2018,MENA,Low,70.4,59.4,92.6,77.4,7.68
Egypt,2019,MENA,Low,56.8,62.6,88.2,77.9,8.25
Egypt,2020,MENA,Low,62.9,60.1,93.2,76.2,8.63
Egypt,2021,MENA,Low,60.8,61.9,94.8,72.3,7.73
Egypt,2022,MENA,Low,52.8,64.1,93.6,71.0,7.48
Egypt,2023,MENA,Low,57.0,62.6,91.1,73.9,8.17
Tunisia,2000,South Asia,Low,185.1,85.9,64.6,20.4,5.93
Tunisia,2001,South Asia,Low,159.5,83.1,63.9,31.8,6.51
Tunisia,2002,South Asia,Low,163.0,91.4,67.4,24.5,6.2
Tunisia,2003,South Asia,Low,159.0,91.0,70.6,20.8,6.36
Tunisia,2004,South Asia,Low,163.1,92.2,79.0,24.8,6.45
Tunisia,2005,South Asia,Low,155.2,90.1,68.6,21.7,5.92
Tunisia,2006,South Asia,Low,151.2,93.6,72.7,15.6,5.91
Tunisia,2007,South Asia,Low,161.6,89.9,72.7,8.9,6.59
Tunisia,2008,South Asia,Low,144.7,93.8,72.1,21.2,5.77
Tunisia,2009,South Asia,Low,143.4,94.5,76.8,18.1,7.17
Tunisia,2010,South Asia,Low,152.4,94.6,74.9,19.9,6.72
Tunisia,2011,South Asia,Low,148.4,94.1,76.3,17.5,6.08
Tunisia,2012,South Asia,Low,129.8,95.8,80.6,11.6,6.59
Tunisia,2013,South Asia,Low,140.6,97.6,83.6,13.6,7.09
Tunisia,2014,South Asia,Low,128.9,99.0,81.5,15.2,7.76
Tunisia,2015,South Asia,Low,120.3,99.0,86.2,12.9,7.46
Tunisia,2016,South Asia,Low,135.5,99.0,85.1,14.4,7.08
Tunisia,2017,South Asia,Low,108.1,99.0,89.3,12.0,7.64
Tunisia,2018,South Asia,Low,114.3,99.0,87.6,14.9,7.28
Tunisia,2019,South Asia,Low,112.9,99.0,88.2,14.4,7.46
Tunisia,2020,South Asia,Low,98.0,99.0,88.8,23.4,7.21
Tunisia,2021,South Asia,Low,108.6,99.0,96.0,17.0,7.98
Tunisia,2022,South Asia,Low,99.0,99.0,91.7,7.1,7.23
Tunisia,2023,South Asia,Low,105.1,99.0,90.9,8.5,7.79
Rwanda,2000,MENA,Lower-middle,538.4,63.5,66.1,27.7,3.2
Rwanda,2001,MENA,Lower-middle,525.0,66.5,63.1,30.4,3.97
Rwanda,2002,MENA,Lower-middle,530.3,67.2,65.1,20.9,3.54
Rwanda,2003,MENA,Lower-middle,528.6,67.5,66.4,27.4,3.75
Rwanda,2004,MENA,Lower-middle,485.2,68.5,65.7,14.9,3.92
Rwanda,2005,MENA,Lower-middle,475.5,67.8,66.9,29.1,3.68
Rwanda,2006,MENA,Lower-middle,471.0,70.6,66.8,15.5,4.29
Rwanda,2007,MENA,Lower-middle,459.9,67.6,73.8,18.3,4.05
Rwanda,2008,MENA,Lower-middle,436.9,72.1,77.1,12.8,4.33
Rwanda,2009,MENA,Lower-middle,474.1,70.8,70.8,23.9,4.86
Rwanda,2010,MENA,Lower-middle,464.3,74.0,75.5,16.9,4.88
Rwanda,2011,MENA,Lower-middle,451.4,70.4,77.4,24.4,4.97
Rwanda,2012,MENA,Lower-middle,416.5,72.1,75.9,15.8,4.59
Rwanda,2013,MENA,Lower-middle,401.1,82.0,81.2,25.3,4.94
Rwanda,2014,MENA,Lower-middle,387.1,75.6,79.0,21.1,4.99
Rwanda,2015,MENA,Lower-middle,386.5,76.4,78.9,12.9,5.52
Rwanda,2016,MENA,Lower-middle,436.1,81.8,78.0,23.4,5.48
Rwanda,2017,MENA,Lower-middle,354.0,80.5,81.5,26.8,5.24
Rwanda,2018,MENA,Lower-middle,329.3,81.9,87.1,19.8,5.38
Rwanda,2019,MENA,Lower-middle,341.8,77.4,84.6,21.2,5.16
Rwanda,2020,MENA,Lower-middle,354.9,80.5,85.1,22.4,5.43
Rwanda,2021,MENA,Lower-middle,311.0,85.6,85.1,14.3,3.99
Rwanda,2022,MENA,Lower-middle,296.4,87.3,82.1,12.8,5.71
Rwanda,2023,MENA,Lower-middle,239.5,82.7,92.8,27.5,5.72
